,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,SWWA,2
,Crescent-chested Warbler,Paruline à croissant,Oreothlypis superciliosa,CCWA,4
,Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,TEWA,1
,Orange-crowned Warbler,Paruline verdâtre,Leiothlypis celata,OCWA,1
,Colima Warbler,Paruline de Colima,Leiothlypis crissalis,COLW,2
,Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,LUWA,1
,Nashville Warbler,Paruline à joues grises,Leiothlypis ruficapilla,NAWA,1
,Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,VIWA,1
,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,CONW,2
,Gray-crowned Yellowthroat,Paruline à calotte grise,Geothlypis poliocephala,GCYE,4
,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,MGWA,1
,Mourning Warbler,Paruline triste,Geothlypis philadelphia,MOWA,1
,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,KEWA,1
,Common Yellowthroat,Paruline masquée,Geothlypis trichas,COYE,1
,Hooded Warbler,Paruline à capuchon,Setophaga citrina,HOWA,1
,American Redstart,Paruline flamboyante,Setophaga ruticilla,AMRE,1
,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,KIWA,2
,Cape May Warbler,Paruline tigrée,Setophaga tigrina,CMWA,1
,Cerulean Warbler,Paruline azurée,Setophaga cerulea,CERW,2
,Northern Parula,Paruline à collier,Setophaga americana,NOPA,1
,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,TRPA,3
,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,MAWA,1
,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,BBWA,1
,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,BLBW,1
,Yellow Warbler,Paruline jaune,Setophaga petechia,YEWA,1
,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,CSWA,1
,Blackpoll Warbler,Paruline rayée,Setophaga striata,BLPW,1
,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,BTBW,1
,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,PAWA,1
,Pine Warbler,Paruline des pins,Setophaga pinus,PIWA,1
,Yellow-rumped Warbler,Paruline à croupion jaune,Setophaga coronata,YRWA,1
,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,YTWA,1
,Prairie Warbler,Paruline des prés,Setophaga discolor,PRAW,1
,Grace's Warbler,Paruline de Grace,Setophaga graciae,GRWA,1
,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,BTYW,1
,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,TOWA,1
,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,HEWA,1
,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,GCWA,2
,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,BTNW,1
,Fan-tailed Warbler,Paruline des rochers,Basileuterus lachrymosus,FTWA,4
,Rufous-capped Warbler,Paruline à calotte rousse,Basileuterus rufifrons,RCWA,3
,Golden-crowned Warbler,Paruline à couronne dorée,Basileuterus culicivorus,GCRW,4
,Canada Warbler,Paruline du Canada,Cardellina canadensis,CAWA,1
,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,WIWA,1
,Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,RFWA,2
,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,PARE,2
,Slate-throated Redstart,Paruline ardoisée,Myioborus miniatus,STRE,4
"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",,,,,
,Hepatic Tanager,Piranga orangé,Piranga flava,HETA,2
,Summer Tanager,Piranga vermillon,Piranga rubra,SUTA,1
,Scarlet Tanager,Piranga écarlate,Piranga olivacea,SCTA,1
,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,WETA,1
,Flame-colored Tanager,Piranga à dos rayé,Piranga bidentata,FCTA,3
,Crimson-collared Grosbeak,Cardinal à collier,Rhodothraupis celaeno,CCGR,4
,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,NOCA,1
,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,PYRR,1
,Yellow Grosbeak,Cardinal jaune,Pheucticus chrysopeplus,YEGR,4
,Rose-breasted Grosbeak,Cardinal à poitrine rose,Pheucticus ludovicianus,RBGR,1
,Black-headed Grosbeak,Cardinal à tête noire,Pheucticus melanocephalus,BHGR,1
,Blue Bunting,Évêque paré,Cyanocompsa parellina,BLBU,4
,Blue Grosbeak,Guiraca bleu,Passerina caerulea,BLGR,1
,Lazuli Bunting,Passerin azuré,Passerina amoena,LAZB,1
,Indigo Bunting,Passerin indigo,Passerina cyanea,INBU,1
,Varied Bunting,Passerin varié,Passerina versicolor,VABU,2
,Painted Bunting,Passerin nonpareil,Passerina ciris,PABU,1
,Dickcissel,Dickcissel d'Amérique,Spiza americana,DICK,1
Tanagers and Allies (Thraupidae),,,,,
,Red-crested Cardinal,Paroare huppé,Paroaria coronata,RCCA,2
,Yellow-billed Cardinal,Paroare à bec jaune,Paroaria capitata,YBCA,2
,Saffron Finch,Sicale bouton-d'or,Sicalis flaveola,SAFI,2
,Red-legged Honeycreeper,Guit-guit saï,Cyanerpes cyaneus,RLHO,5
,Bananaquit,Sucrier à ventre jaune,Coereba flaveola,BANA,4
,Yellow-faced Grassquit,Sporophile grand-chanteur,Tiaris olivaceus,YFGR,3
,Black-faced Grassquit,Cici verdinère,Melanospiza bicolor,BFGR,4
,Morelet's Seedeater,Sporophile de Morelet,Sporophila morelleti,MOSE,3
